mp_id,med_name,price
386,Levomab Syrup,458.11
387,Omnicept Cream,308.54
388,Omnicept Forte,435.41
389,Amoxibarb Lite,90.65
390,Fludine Lite,134.7
391,Maxilax SR,448.19
392,Dexprazole Cream,275.47
393,Dextidine Cap,448.66
394,Normab Inj,478.24
395,Norzol Plus,217.72
396,Tristat Drops,133.44
397,Amoxixan Tab,314.22
398,Fluolol SR,198.71
399,Roxisartan SR,246.8
400,Biofen Forte,181.17
401,Metafen Tab,399.86
402,Nortidine Gel,84.58
403,Norcillin Inj,304.71
404,Levocillin Max,281.28
405,Levoquine Cream,268.76
406,Maxitidine Gel,251.76
407,Dexmycin Ointment,486.46
408,Clarilax Plus,115.96
409,Flucept DS,15.61
410,Zylocept Lite,162.04
411,Flumab Syrup,301.4
412,Panmab Plus,109.49
413,Pandine Forte,235.17
414,Flulax Cap,334.14
415,Flustat Drops,193.56
416,Neozol Tab,321.97
417,Hydropril Cap,414.02
418,Hydrobarb Lite,28.93
419,Neoxan DS,396.87
420,Amoxiolol SR,280.96
421,Pantidine DS,12.67
422,Clarilax Forte,204.94
423,Acufen Cap,484.17
424,Dolofen Inj,7.28
425,Acutidine Gel,446.44
426,Panxan Inj,459.72
427,Maxilax Syrup,120.1
428,Triolol Ointment,489.47
429,Amoxistat DS,14.62
430,Zylodine Plus,357.54
431,Metamycin XR,355.56
432,Ciprotidine Drops,54.86
433,Dolofen Max,169.08
434,Norzone XR,13.12
435,Clariprazole Max,33.53
436,Claritidine Cap,488.78
437,Omnixan Cap,87.43
438,Biomycin XR,485.51
439,Zylozone XR,325.58
440,Metabarb Max,479.71
441,Metalax Inj,127.18
442,Omniolol Gel,46.65
443,Dexcept Plus,345.42
444,Acuzol Gel,194.19
445,Ultraprazole XR,296.49
446,Fluzone Inj,117.88
447,Hydroazole Ointment,242.45
448,Neocillin XR,61.02
449,Roxipril Inj,30.56
450,Nortidine Plus,375.88
451,Cipromab Cap,26.88
452,Clarizone Tab,274.9
453,Zylodine Drops,253.63
454,Maxiquine Forte,122.22
455,Ciprovir DS,90.64
456,Acuprazole Ointment,158.21
457,Ciprostat DS,409.21
458,Panfen Max,454.28
459,Panxan Syrup,79.6
460,Ciprocillin SR,127.56
461,Dolobarb Inj,397.46
462,Fluquine Syrup,245.95
463,Omnistat Tab,154.1
464,Omnimab Syrup,249.12
465,Levozone Ointment,321.44
466,Dexazole Gel,330.32
467,Flumycin XR,335.78
468,Maxitidine Inj,300.75
469,Flustat DS,390.8
470,Ultracept Forte,227.34
471,Maxiprazole Gel,7.16
472,Ultracept Tab,430.81
473,Zylozone SR,360
474,Zylobarb DS,463.78
475,Neoxan Ointment,190.54
476,Zylodine Cream,156.6
477,Metaolol Forte,218.22
478,Bioquine DS,78.78
479,Hydroolol Plus,464.06
480,Roxipril Forte,229.49
481,Maxicillin Cap,485.34
482,Trimab Drops,421.06
483,Maxixan Drops,203.32
484,Dolosartan Max,334.65
485,Dolosartan Drops,61.09
486,Claridine Gel,300.86
487,Maxicept XR,251.43
488,Amoxilax DS,29.67
489,Maxidine Gel,431.66
490,Dolovir Cream,436.55
491,Ciproazole Tab,78.03
492,Clariazole XR,414.68
493,Zylozone Gel,485.5
494,Flucillin XR,345.84
495,Dexxan Drops,153.59
496,Panbarb Plus,39.73
497,Amoxiazole Plus,17.01
498,Clarivir SR,355.14
499,Roxitidine DS,241.85
500,Ultraquine Max,79.13
501,Biofen Drops,170.08
502,Tritidine Tab,142.74
503,Panbarb XR,76.69
504,Zyloquine Inj,457.32
505,Dexsartan SR,225.87
506,Trixan SR,463.19
507,Hydrozone Max,439.35
508,Trifen Plus,367.43
509,Dolosartan Gel,303.85
510,Zylolax Syrup,266.45
511,Acutidine DS,13.36
512,Amoxiolol Max,274.15
513,Neobarb Syrup,357.19
514,Ultrazol Forte,119.8
515,Levobarb Cap,474.56
516,Biobarb Drops,13.48
517,Tripril Tab,209.77
518,Zyloolol Cap,426.09
519,Dexmycin SR,33.99
520,Neomab DS,133.88
521,Amoxibarb Tab,302.46
522,Neomycin Ointment,289.03
523,Claritidine Drops,329.43
524,Acuxan Tab,367.4
525,Ultratidine Tab,330.16
526,Omnicillin SR,472.07
527,Ultraprazole Gel,163.63
528,Clarisartan Max,495.11
529,Metasartan SR,417.17
530,Neotidine Cream,378.58
531,Claricillin Gel,191.91
532,Dexxan Gel,303.63
533,Clarizone Inj,362.96
534,Norquine Lite,336.87
535,Ultratidine DS,10.35
536,Norcept DS,228.22
537,Norolol Plus,8.84
538,Roxisartan Gel,34.93
539,Hydrovir Syrup,307.68
540,Metaxan DS,238.2
541,Trilax Cap,59.66
542,Levofen Gel,44.77
543,Metasartan XR,457.56
544,Dolozone Ointment,17.66
545,Amoxilax Ointment,32.46
546,Maxidine XR,206.88
547,Levocillin DS,88.81
548,Trizol DS,459.54
549,Levodine Tab,460.8
550,Biobarb Cap,242.93
551,Neotidine Drops,125.38
552,Roxifen SR,416.3
553,Neosartan Syrup,183.81
554,Norfen Cap,261.5
555,Ciproolol Lite,386.74
556,Levomab XR,330.8
557,Biomycin Forte,378.55
558,Acustat Drops,281.03
559,Metadine Forte,136.6
560,Hydroquine Forte,457.79
561,Ciprocillin Forte,225.69
562,Zylomab Max,175.8
563,Clarifen Inj,168.93
564,Omnizone Max,428.84
565,Fluvir Plus,301.75
566,Ciprotidine Ointment,209.86
567,Biozol Cream,220.15
568,Panfen DS,55.13
569,Levoolol Ointment,212.96
570,Fluzol Plus,198.95
571,Panfen Tab,109.33
572,Roxilax DS,398.96
573,Omnimab Gel,28.43
574,Bioquine Max,188.4
575,Hydropril Cream,8.76
576,Roxidine Max,497.51
577,Dolostat SR,101.93
578,Neoquine Tab,345.39
579,Zylofen Plus,293.52
580,Ultrasartan Tab,460.21
581,Ciproazole Cap,15.44
582,Metapril Cap,9.18
583,Flulax XR,18.98
584,Zylovir SR,394.46
585,Biomab Inj,265.76
586,Ultrapril XR,134.76
587,Maxicillin Drops,124.69
588,Levozol XR,143.28
589,Omniquine Forte,267.68
590,Zylozone Ointment,128.73
591,Amoxisartan Cap,445.81
592,Doloxan SR,434.74
593,Levoolol XR,137.34
594,Norstat Tab,254.18
595,Omnidine XR,285.2
596,Neofen Tab,457.12
597,Zylosartan Drops,32.49
598,Norolol DS,233.85
599,Omnilax Gel,142.78
600,Panolol Ointment,325.57
601,Omnitidine Max,171.49
602,Dexbarb Cap,232.28
603,Panprazole Lite,406.55
604,Triolol Lite,416.05
605,Amoxixan Cream,124.28
606,Metaprazole SR,433.09
607,Acumycin Forte,371.56
608,Acuxan Forte,362.47
609,Roxilax Max,360.14
610,Levoolol Tab,130.56
611,Roxiprazole XR,129.75
612,Tritidine Syrup,429.24
613,Flumab Max,119.67
614,Hydrodine Ointment,304.4
615,Cipromab Inj,283.3
616,Levofen Syrup,429.77
617,Roxizone XR,84.99
618,Metazone Ointment,38.55
619,Metadine Drops,427.45
620,Clarizone Cap,343.17
621,Ciprozol Syrup,62.95
622,Hydrodine XR,86.59
623,Ultralax Gel,479.28
624,Panquine Cap,309.36
625,Dexpril Inj,38.38
626,Dexzol Lite,496.04
627,Neocept Cap,247.71
628,Neoxan Inj,487.06
629,Zylosartan Lite,348.9
630,Omnicept Tab,498.8
631,Ciprocept Tab,264.34
632,Zyloxan Drops,309.33
633,Ciproolol Ointment,338.33
634,Zyloprazole Inj,480.45
635,Ultramab DS,102.35
636,Ultrastat Forte,335.39
637,Omnimab Tab,252.94
638,Ultrabarb Syrup,5.24
639,Levotidine SR,382.74
640,Biozone Ointment,394.87
641,Metazone Forte,125.7
642,Hydrofen Gel,59.5
643,Roximycin Drops,465.86
644,Panazole DS,491.65
645,Ultraolol Tab,449.21
646,Ciproprazole XR,368.09
647,Zylomab Ointment,484.48
648,Neocept Cream,34.43
649,Fluvir Lite,56.49
650,Zylocept Ointment,34.85
651,Omnizone Ointment,71.93
652,Ultraquine Gel,448.57
653,Metapril Ointment,213.35
654,Neozone Ointment,487.94
655,Tribarb Tab,57.52
656,Hydrostat DS,477.32
657,Zylocillin Lite,18.77
658,Dexmab Forte,175.43
659,Neoprazole Ointment,444.8
660,Dexvir Inj,80.04
661,Dolobarb DS,68.79
662,Hydrovir Inj,303.96
663,Dexazole XR,454.37
664,Biostat Lite,156.69
665,Acufen Cream,30.98
666,Metacillin Tab,259.76
667,Amoxiolol XR,21.17
668,Fluazole XR,329.75
669,Amoxizol Syrup,5.88
670,Dexmab Ointment,481.58
671,Amoxilax Cap,114.31
672,Panlax Syrup,112.65
673,Levostat Cream,296.81
674,Biosartan Inj,269.07
675,Maxilax DS,176.55
676,Levostat Cap,18.91
677,Roxiprazole DS,476.37
678,Dolovir Inj,467.79
679,Roxistat Max,75.29
680,Ultraprazole SR,188.01
681,Amoxixan Inj,305.44
682,Roxidine Cream,219.3
683,Omnimab XR,10.38
684,Trimycin Cap,297.44
685,Ciproprazole Syrup,390.95
686,Triquine Cap,97.57
687,Metacept Cap,117.9
688,Metaolol Drops,302.78
689,Trimab Inj,82.33
690,Metacept Gel,328.62
691,Trimab Gel,259.51
692,Maxicept Max,64.29
693,Ciprocept Forte,54.54
694,Maxistat Drops,360.54
695,Dolomab Ointment,115.8
696,Hydrozol Inj,488.49
697,Zyloxan SR,164.32
698,Dolocillin XR,448.23
699,Norvir Cream,16.78
700,Ciproazole Lite,256.42
701,Acupril Syrup,352.64
702,Panvir Max,468.57
703,Metapril DS,128.32
704,Dexolol Tab,97.85
705,Acuzol Inj,270.27
706,Neostat Ointment,301.19
707,Metavir Gel,153.38
708,Roxizol SR,437.04
709,Biosartan Cap,139.31
710,Ciprofen Forte,344.45
711,Dolostat Gel,233.26
712,Amoxitidine Tab,275.13
713,Dolofen Tab,293.49
714,Ultravir Gel,52.04
715,Amoxibarb Gel,112.64
716,Metalax XR,82.17
717,Maxizol Gel,464.61
718,Acuolol XR,14.08
719,Maxicept Tab,46.2
720,Pandine XR,8.3
721,Omniprazole Cap,394.19
722,Omnimycin Tab,205.87
723,Zyloolol DS,174.45
724,Norcillin Max,431.08
725,Roxipril SR,348.77
726,Levofen Cream,97.64
727,Zylocept SR,395.43
728,Ultravir Ointment,14.67
729,Dexzone Syrup,259.42
730,Metafen Drops,137.51
731,Hydrolax DS,193.4
732,Omnizol Cream,497.35
733,Neosartan Max,131.24
734,Zyloquine Lite,168.92
735,Roxiquine Syrup,115.4
736,Levostat DS,317.78
737,Ciproquine Max,392.93
738,Pancillin DS,194.33
739,Biotidine Forte,119.32
740,Dolopril Max,411.09
741,Amoxiprazole DS,156.46
742,Omnistat Syrup,49.49
743,Maxisartan XR,103.65
744,Levodine Max,49.61
745,Panpril Cap,379.43
746,Ultrafen Gel,246.09
747,Panstat Gel,430.19
748,Zyloolol Syrup,427.05
749,Dolodine Plus,150.69
750,Metamab Forte,374.88
751,Neolax Cap,24.94
752,Omnitidine Ointment,72.21
753,Biofen Syrup,226.36
754,Clariquine Gel,70.21
755,Neofen XR,229.28
756,Zylotidine Drops,282.48
757,Panzol Cream,379.87
758,Ultramycin Ointment,216.64
759,Tricillin Tab,46.54
760,Hydrovir Cream,139.33
761,Trisartan Syrup,247.03
762,Omnimycin Cream,420.86
763,Pantidine Tab,188.88
764,Roxibarb XR,132.63
765,Omnixan Gel,232.99
766,Panvir Cream,173.69
767,Clarizol Inj,107.89
768,Flutidine Max,370.08
769,Neozol DS,242.92
770,Ciproolol Cap,58.06
771,Metafen Plus,473.83
772,Metamab Cap,188.25
773,Acucillin Cap,112.92
774,Levozol Ointment,177.14
775,Omnisartan DS,401.13
776,Levoprazole Ointment,496.8
777,Dolotidine Forte,171.85
778,Biostat Drops,319.91
779,Clariazole SR,377.77
780,Ciprocept Inj,367.24
781,Dolozol Lite,246.68
782,Tristat Plus,303.92
783,Metavir Tab,236.68
784,Claristat Ointment,307.18
785,Claricept Lite,29.06
786,Neoprazole Cream,441.38
787,Maximycin DS,274.31
788,Tristat Tab,203.11
789,Fluprazole Drops,21.57
790,Triolol Forte,306.9
791,Levolax Forte,384.28
792,Dexolol Gel,200.49
793,Amoxitidine XR,421.05
794,Omniolol Drops,440.97
795,Acuzone Gel,317.73
796,Zyloolol Drops,472.13
797,Norvir XR,444.89
798,Zylopril Forte,222.16
799,Ultrazone Gel,251.67
800,Levodine Inj,34.08
801,Dexdine Tab,417.88
802,Acumycin Tab,307.15
803,Acupril Drops,439.55
804,Levoprazole Inj,322.83
805,Acubarb Ointment,414.31
806,Omnivir Lite,70.56
807,Roxisartan Lite,260.93
808,Metaazole Plus,452.82
809,Maxipril Inj,320.06
810,Hydrolax Gel,41.22
811,Biomycin Max,147.49
812,Panzone Max,201.99
813,Ultrapril Plus,490.91
814,Trimab Lite,25.53
815,Dexsartan Forte,39.89
816,Dexstat Max,434.77
817,Flucillin Tab,137.1
818,Dolomab DS,135.13
819,Neostat Cream,271.63
820,Zylovir Lite,18.04
821,Hydroprazole SR,221.34
822,Doloolol Cream,109.93
823,Maxiolol DS,349.88
824,Neozol Ointment,363.74
825,Ciprosartan Plus,310.11
826,Maximab Max,51.85
827,Roxiolol Cream,495.74
828,Roxisartan Cap,223.02
829,Maxicept Gel,252.15
830,Metaazole Cap,271.86
831,Ultracept XR,453.07
832,Zylopril Plus,109.45
833,Hydrocept Inj,301.57
834,Bioquine SR,155.96
835,Dexcillin Cream,413.81
836,Amoximycin SR,147.85
837,Levostat Ointment,131.6
838,Metatidine Forte,323.47
839,Dolozol Drops,166.34
840,Trisartan Ointment,262.22
841,Panlax Cap,287.54
842,Dexolol Inj,400.08
843,Doloazole Tab,299.6
844,Biocillin DS,246.68
845,Acusartan Ointment,483.52
846,Metazol DS,240.41
847,Dexcillin Cap,27.47
848,Panvir Drops,246.92
849,Bioazole DS,395.54
850,Clarilax Cream,141.1
851,Ultrapril Forte,29.27
852,Norlax Forte,151.93
853,Norprazole Tab,157.83
854,Ultraxan Inj,394.62
855,Norquine SR,331.37
856,Levovir Lite,405.57
857,Hydroxan Tab,348.32
858,Metazol Forte,464.49
859,Cipropril SR,64.74
860,Neozol Lite,335.12
861,Hydroolol SR,314.97
862,Metaazole Gel,441.25
863,Ciproquine Gel,287.68
864,Acuolol SR,172.45
865,Metacept Max,410.74
866,Ciprocillin Plus,204.76
867,Dexzone Forte,86.36
868,Dexdine Cream,423.97
869,Biopril Gel,153.87
870,Doloolol Inj,299.69
871,Bioazole Cream,286.83
872,Panprazole Syrup,366.93
873,Doloolol Syrup,290.88
874,Levoolol DS,447.58
875,Biomab Ointment,106.93
876,Norsartan Gel,270.11
877,Panzone Syrup,344.73
878,Norcillin Lite,337.94
879,Roxilax Ointment,489.85
880,Ultrafen Cream,401.12
881,Hydropril Max,449.21
882,Norcillin Ointment,279.14
883,Ultrapril Cream,321.62
884,Acuprazole Cream,61.13
885,Metazol Plus,452.86
886,Metavir Forte,230.07
887,Panzone Ointment,419
888,Ciprostat Forte,351.28
889,Zyloquine Cap,369.16
890,Biosartan Plus,452.48
891,Norcillin XR,475.34
892,Fluolol Gel,188.7
893,Claristat Plus,223.85
894,Ciproquine Inj,294.14
895,Acuolol Max,38.7
896,Biofen Lite,412.72
897,Tricillin Inj,259.36
898,Maxiquine Cream,467.84
899,Levosartan Max,448.08
900,Omnicillin Max,228.25
901,Levoxan XR,360.37
902,Pansartan Plus,322.62
903,Roxiprazole Forte,338.95
904,Levomab Cap,381.67
905,Tridine Ointment,7.3
906,Ultrazone Ointment,283.15
907,Panazole Cap,270.26
908,Acubarb Syrup,316.79
909,Neoolol Forte,274.42
910,Levomab Cream,471.46
911,Tripril Drops,446.33
912,Roxivir Syrup,441.75
913,Omniprazole Gel,426.81
914,Levopril XR,256.07
915,Ciprobarb Cream,331.02
916,Omnitidine DS,441.13
917,Tristat Inj,216.31
918,Fluazole Gel,343.84
919,Roxifen DS,144.37
920,Levobarb Plus,193.38
921,Bioxan Gel,299.24
922,Claridine Max,149.83
923,Metalax Cap,190.11
924,Neocept Ointment,328.11
925,Amoxixan Plus,176.29
926,Tricillin Plus,132.07
927,Biosartan Forte,199.01
928,Metaxan Lite,212.97
929,Dexpril SR,148.09
930,Levofen Drops,141.41
931,Flulax Gel,24.2
932,Dexmycin Plus,115.95
933,Levocillin Inj,477.51
934,Fluvir Forte,107.28
